id,Gene,baseMean,log2FoldChange,pvalue,padj,Biotype,Orthologous_human_gene
ENSDARG00000093151,si:ch73-299h12.9,53.81738698,0.126411507,0.536789773,NA,protein_coding,NA
ENSDARG00000062246,CABZ01031627.2,22.14534134,-0.139379399,0.536867417,NA,protein_coding,NA
ENSDARG00000039310,parla,438.112925,0.066868553,0.537126608,0.817200914,protein_coding,PARL
ENSDARG00000070925,EDN3 (1 of 2),25.22935717,-0.136704415,0.537206221,NA,protein_coding,EDN3
ENSDARG00000077687,RP1 (1 of 2),94.42035885,0.111118718,0.537218424,0.817279578,protein_coding,RP1
ENSDARG00000068227,tmem150a,346.0315438,-0.091296323,0.537370859,0.817450444,protein_coding,TMEM150A
ENSDARG00000076546,trhra,14.19637482,-0.138679154,0.537441013,NA,protein_coding,TRHR
ENSDARG00000059070,gars,8245.758602,-0.073475724,0.537497539,0.817582109,protein_coding,GARS
ENSDARG00000004525,C2H1orf35,672.8639484,-0.079939403,0.537577386,0.817614671,protein_coding,C1orf35
ENSDARG00000035558,gps2,1093.855569,0.067250225,0.537606932,0.817614671,protein_coding,GPS2
ENSDARG00000095339,COL23A1 (1 of 2),463.0856,0.076659801,0.537639331,0.817614671,protein_coding,COL23A1
ENSDARG00000091427,-,41.88853112,-0.13650359,0.537732651,NA,protein_coding,DMXL1
ENSDARG00000026534,axin1,2743.615459,0.042291467,0.537777479,0.817730074,protein_coding,AXIN1
ENSDARG00000075310,LOXL4 (1 of 3),543.6405558,-0.082387667,0.537795484,0.817730074,protein_coding,LOXL4
ENSDARG00000078451,-,17.06612912,-0.139815136,0.538004343,NA,protein_coding,GZMH
ENSDARG00000075931,acsl5,3959.46383,-0.10815755,0.538138513,0.818184753,protein_coding,ACSL5
ENSDARG00000061446,smap2,83.6293281,0.110904439,0.538173065,NA,protein_coding,SMAP2
ENSDARG00000038458,-,286.8619956,0.089398963,0.538197989,0.818184753,protein_coding,WIPF1
ENSDARG00000061162,ephx4,110.3348181,0.117769006,0.538253701,0.818184753,protein_coding,EPHX4
ENSDARG00000083884,SNORA79,125.0918819,0.129850866,0.538255138,0.818184753,snoRNA,NA
ENSDARG00000060452,sdk2b,812.7363947,0.060733105,0.538356379,0.818217643,protein_coding,SDK2
ENSDARG00000034670,ube2e2,1220.443295,-0.050471999,0.538371009,0.818217643,protein_coding,UBE2E2
ENSDARG00000024139,p2rx8,170.0399602,-0.130009942,0.538461774,0.818217643,protein_coding,RP11-48B14.2
ENSDARG00000096270,si:dkey-176g1.6,169.0406958,0.102894036,0.538485551,0.818217643,lincRNA,NA
ENSDARG00000060626,DGKA (1 of 2),1913.041329,0.062219709,0.538494629,0.818217643,protein_coding,DGKA
ENSDARG00000003313,EPS8L1 (1 of 2),352.4665561,0.076923918,0.538517722,0.818217643,protein_coding,EPS8L1
ENSDARG00000075065,BX255896.2,17.00727655,-0.138164337,0.538597993,NA,protein_coding,NA
ENSDARG00000057432,mxd3,723.1126915,-0.083305283,0.538599131,0.818280314,protein_coding,MXD3
ENSDARG00000095738,BX649331.2,40.52946865,-0.137205377,0.538661843,NA,protein_coding,NA
ENSDARG00000039302,terfa,1332.859895,0.045228794,0.53867054,0.818313513,protein_coding,TERF2
ENSDARG00000078342,zgc:194125,2381.597471,0.073132347,0.538717547,0.818313513,protein_coding,NA
ENSDARG00000090514,MYOM2 (1 of 3),10450.77426,-0.044873947,0.538779494,0.818313513,protein_coding,MYOM2
ENSDARG00000092289,si:ch211-238e22.8,101.3371149,-0.131355183,0.538789431,0.818313513,protein_coding,NA
ENSDARG00000096078,si:dkey-51d8.10,28.44199373,-0.139780359,0.538820782,NA,lincRNA,NA
ENSDARG00000021555,park2,176.7329178,0.100340881,0.538821796,0.818313513,protein_coding,PARK2
ENSDARG00000095475,si:ch211-196j1.2,160.4070972,0.118826886,0.538927562,0.818413138,pseudogene,NA
ENSDARG00000027109,zfr,6352.762548,-0.053231721,0.539027491,0.818503885,protein_coding,ZFR
ENSDARG00000092460,si:dkey-229d2.7,13.6250927,0.13285217,0.539087765,NA,protein_coding,NA
ENSDARG00000092906,BX255935.2,48.00217109,-0.136367512,0.53910909,NA,protein_coding,ZNF329
ENSDARG00000091904,si:dkeyp-51f12.3,47.97396429,0.133599914,0.539240923,NA,processed_transcript,NA
ENSDARG00000076880,CABZ01066511.1,77.20135222,0.114790634,0.539241281,NA,protein_coding,NA
ENSDARG00000090857,PCSK6,1158.341899,-0.066606043,0.539286605,0.818784309,protein_coding,PCSK6
ENSDARG00000092572,si:ch211-221n20.4,26.80940633,0.139751485,0.539299667,NA,protein_coding,NA
ENSDARG00000040114,vgll4,709.6094069,-0.056308495,0.539314403,0.818784309,protein_coding,VGLL4
ENSDARG00000075515,CD37,42.11267374,-0.137762285,0.539353942,NA,protein_coding,CD37
ENSDARG00000057338,gstp2,3153.454501,-0.050428649,0.539362868,0.818784309,protein_coding,GSTP1
ENSDARG00000062884,MAP3K2,352.3497196,0.065273677,0.539387514,0.818784309,protein_coding,MAP3K2
ENSDARG00000019150,foxa1,367.7332157,0.132010639,0.539425301,0.818784309,protein_coding,FOXA1
ENSDARG00000087998,SNORA30,24.4142735,-0.139606098,0.53949058,NA,snoRNA,NA
ENSDARG00000077495,ptpn9a,1626.346873,-0.064232006,0.539503894,0.818784309,protein_coding,PTPN9
ENSDARG00000074892,pde6d,385.16409,-0.079199188,0.539583973,0.818784309,protein_coding,PDE6D
ENSDARG00000020534,CU633618.1,197.1643444,-0.101157323,0.53960273,0.818784309,protein_coding,NFKB1
ENSDARG00000077964,LIMD1 (1 of 2),1363.155844,-0.054397606,0.5396098,0.818784309,protein_coding,LIMD1
ENSDARG00000062370,bcl2l13,1900.745248,-0.108106977,0.539656844,0.818784309,protein_coding,BCL2L13
ENSDARG00000040547,b3gat1,238.4129321,-0.091232439,0.539698783,0.818784309,protein_coding,B3GAT1
ENSDARG00000096498,ved,40.39881921,-0.133530319,0.539763243,NA,protein_coding,VENTXP6
ENSDARG00000067949,NSUN6,93.63968597,-0.109043745,0.539770476,0.818784309,protein_coding,NSUN6
ENSDARG00000061936,FBXO10 (1 of 2),266.5388778,-0.108283614,0.539775618,0.818784309,protein_coding,FBXO10
ENSDARG00000074493,socs9,194.4645137,-0.087316655,0.539786007,0.818784309,protein_coding,SOCS5
ENSDARG00000062594,COQ7,410.5536442,-0.060755961,0.53981495,0.818784309,protein_coding,COQ7
ENSDARG00000077503,CR792453.1,23.51015625,0.136241825,0.539842821,NA,protein_coding,NA
ENSDARG00000087432,BX537263.3,119.8656895,-0.129405953,0.539905108,0.8188601,miRNA,NA
ENSDARG00000068247,luzp2,871.9821093,0.066309045,0.540048543,0.819016678,protein_coding,LUZP2
ENSDARG00000035095,oep,37.63058687,0.130725165,0.540080527,NA,protein_coding,CFC1B
ENSDARG00000017612,pnpo,897.6533048,-0.059718078,0.540119158,0.819062804,protein_coding,PNPO
ENSDARG00000040713,rbbp9,1438.382834,-0.084263063,0.540249592,0.819139512,protein_coding,RBBP9
ENSDARG00000062055,RNF38,2420.497928,0.056240961,0.540283705,0.819139512,protein_coding,RNF38
ENSDARG00000024381,msto1,558.9522332,-0.073708314,0.540290351,0.819139512,protein_coding,MSTO1
ENSDARG00000068539,CABZ01084451.1,12.95334828,0.077229606,0.540335402,NA,pseudogene,NA
ENSDARG00000095331,si:dkey-26m3.1,49.29457033,0.135023259,0.540348491,NA,protein_coding,NA
ENSDARG00000063218,ppm1la,1280.51882,-0.054123964,0.540439345,0.819273095,protein_coding,PPM1L
ENSDARG00000089579,5S_rRNA,13.7410233,-0.132160231,0.54044892,NA,rRNA,NA
ENSDARG00000028848,LSM12 (2 of 2),946.9022146,-0.082528587,0.54045888,0.819273095,protein_coding,LSM12
ENSDARG00000094887,si:ch211-170d8.2,16.02710195,0.138988338,0.540462588,NA,protein_coding,NA
ENSDARG00000028912,si:dkey-10h3.2,50.33277707,0.130745172,0.540470175,NA,protein_coding,NA
ENSDARG00000067664,si:dkey-172m14.2,75.06972095,0.133153839,0.540515553,NA,protein_coding,NA
ENSDARG00000036752,nitr11b,21.15595363,0.082600745,0.540525715,NA,protein_coding,NA
ENSDARG00000077828,SLC29A3,143.1329947,-0.112660439,0.540562499,0.819369209,protein_coding,SLC29A3
ENSDARG00000062965,fam45a,745.5140886,0.05822562,0.540609002,0.819378741,protein_coding,FAM45A
ENSDARG00000037390,gsg1l,186.7421214,0.089424486,0.540713917,0.819476797,protein_coding,GSG1L
ENSDARG00000051804,BX664721.1,33.01775441,0.138826956,0.540726057,NA,protein_coding,NA
ENSDARG00000017773,slc16a12a,750.7914469,0.078335087,0.540788574,0.819528984,protein_coding,SLC16A12
ENSDARG00000095621,si:dkey-34k9.3,16.06703631,-0.127408928,0.540832233,NA,protein_coding,NA
ENSDARG00000061752,fam65b,4872.840731,0.034929503,0.540862022,0.819579332,protein_coding,FAM65B
ENSDARG00000086578,zgc:158345,536.782847,-0.09449114,0.540998203,0.819724725,protein_coding,TNS3
ENSDARG00000003022,limk1b,873.8923891,-0.070707939,0.54104959,0.819741627,protein_coding,LIMK1
ENSDARG00000030340,guk1a,2400.715709,0.068392172,0.541099051,0.819755607,protein_coding,GUK1
ENSDARG00000063186,BEND7,29.49775528,0.139108223,0.541200029,NA,protein_coding,BEND7
ENSDARG00000011909,itpr2,1318.601635,-0.067456324,0.541223172,0.819882686,protein_coding,ITPR2
ENSDARG00000086807,si:dkey-14o6.2,201.5647348,0.090469003,0.54131998,0.819921212,protein_coding,NA
ENSDARG00000088277,susd5,279.1052527,0.133909636,0.541329087,0.819921212,protein_coding,SUSD5
ENSDARG00000092549,CABZ01015531.1,47.63494756,-0.136108365,0.541372142,NA,protein_coding,NA
ENSDARG00000092125,si:ch73-60p2.1,19.17238206,-0.138766634,0.541441389,NA,processed_transcript,NA
ENSDARG00000057368,rps8b,489.4192856,0.106672624,0.541463822,0.820064326,protein_coding,RPS8
ENSDARG00000096450,si:dkey-256k13.3,13.32546144,-0.138340659,0.541550977,NA,antisense,NA
ENSDARG00000094921,si:dkey-196n19.5,26.43960587,0.129461315,0.541557064,NA,processed_transcript,NA
ENSDARG00000038009,si:ch73-233k15.1,393.3424584,0.136146721,0.541601748,0.820091642,antisense,NA
ENSDARG00000035577,cds2,1777.97398,0.053320918,0.541605343,0.820091642,protein_coding,CDS2
ENSDARG00000092386,si:ch211-169j7.6,769.3874021,0.084325085,0.541628037,0.820091642,processed_transcript,NA
ENSDARG00000086626,BX539313.4,942.5753584,-0.060586904,0.541667698,0.820091642,protein_coding,NA
ENSDARG00000077584,cln6a,356.9814691,-0.085486557,0.541683107,0.820091642,protein_coding,CLN6
ENSDARG00000053068,cyp8b1,3582.918291,-0.104991134,0.541783609,0.820182855,protein_coding,CYP8B1
ENSDARG00000080697,5S_rRNA,18.11696218,-0.13883492,0.542019938,NA,rRNA,NA
ENSDARG00000001760,tnxb,2999.857334,-0.081693316,0.542151627,0.82050419,protein_coding,TNXB
ENSDARG00000068125,nfu1,1168.087249,-0.050921896,0.542177716,0.82050419,protein_coding,NFU1
ENSDARG00000004721,mpp5b,1063.953759,-0.092626655,0.542187734,0.82050419,protein_coding,MPP5
ENSDARG00000093925,-,691.1704439,-0.110166104,0.542239385,0.82050419,protein_coding,NA
ENSDARG00000092093,zgc:113443,1663.628614,-0.060957181,0.542270207,0.82050419,protein_coding,NA
ENSDARG00000089391,BX004873.3,118.9727475,-0.127974857,0.542278491,0.82050419,protein_coding,NA
ENSDARG00000012694,c3a,32798.57431,-0.126424413,0.54230242,0.82050419,protein_coding,C3
ENSDARG00000090126,CU633486.1,41.20227418,0.131862313,0.542309368,NA,protein_coding,BZRAP1
ENSDARG00000004342,srsf11,9588.360605,-0.050574707,0.542337089,0.82050419,protein_coding,SRSF11
ENSDARG00000087255,CABZ01066717.2,197.0204964,0.1264397,0.542389268,0.82050419,protein_coding,NA
ENSDARG00000086202,CABZ01089974.1,651.1220511,-0.138375236,0.54243603,0.82050419,protein_coding,NTMT1
ENSDARG00000087230,BX465848.1,113.1859968,0.138532335,0.542488503,0.82050419,protein_coding,NA
ENSDARG00000042521,si:dkey-251i10.1,627.598632,-0.087784837,0.542501874,0.82050419,protein_coding,SLC25A5
ENSDARG00000062820,irgf3,36.71507908,0.136197805,0.542517578,NA,protein_coding,IRGC
ENSDARG00000001781,tspan11,389.4310516,0.077607684,0.542519384,0.82050419,protein_coding,TSPAN11
ENSDARG00000090170,rab11fip4a,42.82900275,-0.12640712,0.542565233,NA,protein_coding,RAB11FIP4
ENSDARG00000052192,s1pr5b,124.4344327,-0.092772528,0.542589455,0.820549257,protein_coding,S1PR5
ENSDARG00000062855,plekhg7,469.4655097,0.08157763,0.542783411,0.820690443,protein_coding,PLEKHG7
ENSDARG00000086256,si:ch211-236p5.2,400.8623191,0.084401671,0.542790539,0.820690443,protein_coding,NA
ENSDARG00000096076,si:dkey-77p23.2,193.4136229,0.092845556,0.542803652,0.820690443,protein_coding,NA
ENSDARG00000086879,LINS,37.00737867,0.138283732,0.542845665,NA,protein_coding,LINS
ENSDARG00000016699,trpa1a,1074.448723,0.053736977,0.542916694,0.820800448,protein_coding,TRPA1
ENSDARG00000069082,rnmtl1b,152.9006619,-0.100264976,0.543031999,0.820913857,protein_coding,RNMTL1
ENSDARG00000062702,ANKMY1,92.10551671,0.123911962,0.543117921,0.820982835,protein_coding,ANKMY1
ENSDARG00000083454,SNORA23,56.12754838,-0.12247184,0.543139423,NA,snoRNA,NA
ENSDARG00000093901,trhr2,17.18719055,-0.136706559,0.54315514,NA,protein_coding,TRHR
ENSDARG00000038862,kcnb2,535.2375648,0.075692397,0.543288447,0.821034202,protein_coding,KCNB1
ENSDARG00000077442,tubgcp5,980.1883824,-0.052001518,0.543294774,0.821034202,protein_coding,TUBGCP5
ENSDARG00000014966,ccdc82,1003.122215,-0.069547309,0.543305787,0.821034202,protein_coding,CCDC82
ENSDARG00000077868,BTBD17 (1 of 2),358.2959829,0.101441556,0.543313087,0.821034202,protein_coding,BTBD17
ENSDARG00000003933,pkma,10927.67958,0.074284796,0.543427373,0.821146004,protein_coding,PKM
ENSDARG00000090814,si:dkey-18a10.3,20.07344255,0.138125821,0.543449823,NA,protein_coding,NA
ENSDARG00000083652,5S_rRNA,8.909010372,0.132869733,0.54347631,NA,rRNA,NA
ENSDARG00000083760,SCARNA6,17.26553122,0.138374901,0.543572655,NA,snoRNA,NA
ENSDARG00000020224,CR932360.1,120.584188,-0.118685851,0.543576191,0.821226182,protein_coding,ERGIC2
ENSDARG00000075761,cfh,12271.11308,0.083401851,0.543623639,0.821226182,protein_coding,CFHR1
ENSDARG00000056623,ptenb,3291.123747,-0.038023088,0.543689553,0.821226182,protein_coding,PTEN
ENSDARG00000059304,chchd2,2409.78877,-0.097617353,0.543720156,0.821226182,protein_coding,CHCHD2
ENSDARG00000094799,PLXNB2 (2 of 5),1414.081974,0.070505017,0.543721331,0.821226182,protein_coding,PLXNB2
ENSDARG00000094936,ccdc132,454.143466,-0.059776757,0.543722268,0.821226182,protein_coding,CCDC132
ENSDARG00000095283,si:dkeyp-2e4.3,318.8197125,-0.096225893,0.543782474,0.821256238,protein_coding,NA
ENSDARG00000088317,CR847785.1,65.74639683,-0.113807116,0.543871181,NA,miRNA,NA
ENSDARG00000084111,5S_rRNA,30.97524799,-0.136997022,0.543967151,NA,rRNA,NA
ENSDARG00000077165,KCNJ3 (2 of 2),54.3239209,0.12165246,0.543977047,NA,protein_coding,KCNJ3
ENSDARG00000095364,BX324177.6,12.32112528,-0.083871051,0.544012154,NA,protein_coding,RBBP6
ENSDARG00000088251,BX572630.2,136.2559691,-0.10385209,0.544051336,0.821591337,protein_coding,NA
ENSDARG00000038557,ANKS3,559.0139094,0.080401318,0.544100523,0.821591337,protein_coding,ANKS3
ENSDARG00000035709,lhb,19.95295316,0.128563038,0.544138662,NA,protein_coding,NA
ENSDARG00000086908,dock1,898.5978119,-0.05352621,0.544149937,0.821591337,protein_coding,DOCK1
ENSDARG00000052589,p4hb,23403.97007,-0.100523391,0.544165649,0.821591337,protein_coding,P4HB
ENSDARG00000094164,si:dkey-111k7.3,30.94866033,-0.136666799,0.54424346,NA,processed_transcript,NA
ENSDARG00000039265,arhgap4a,212.5989512,0.09711754,0.544246463,0.821619554,protein_coding,ARHGAP4
ENSDARG00000043638,tom1,718.5720213,0.059763724,0.544264988,0.821619554,protein_coding,TOM1
ENSDARG00000068279,si:ch211-240b21.2,41.26055517,-0.138032515,0.544356937,NA,protein_coding,PRKRIRP7
ENSDARG00000075622,BX323793.1,11.05309502,-0.133367206,0.544393675,NA,protein_coding,NA
ENSDARG00000087413,BEAN1,65.23138554,0.114731054,0.544433404,NA,protein_coding,BEAN1
ENSDARG00000093065,UBAC2 (2 of 2),198.4936084,-0.113512668,0.544503318,0.821858886,protein_coding,UBAC2
ENSDARG00000080840,SNORA13,17.41751532,-0.110961893,0.544503656,NA,snoRNA,NA
ENSDARG00000071141,BX927308.2,17.33161662,-0.104672275,0.544509524,NA,protein_coding,NA
ENSDARG00000082930,SNORA74,37.20663501,-0.13389996,0.544509856,NA,snoRNA,NA
ENSDARG00000009175,vps52,1296.870386,-0.061749459,0.544519936,0.821858886,protein_coding,VPS52
ENSDARG00000046139,CABZ01054884.1,8.449521326,0.125523518,0.544535198,NA,protein_coding,NA
ENSDARG00000042989,BX539313.3,798.7991405,0.050482077,0.544544538,0.821858886,protein_coding,NA
ENSDARG00000033144,psme2,3034.926354,-0.061355164,0.54469927,0.821895834,protein_coding,PSME2
ENSDARG00000052294,BX537277.1,12.83164724,-0.136177197,0.544710463,NA,protein_coding,NA
ENSDARG00000081050,SNORA21,1976.631707,0.05978033,0.544723987,0.821895834,snoRNA,NA
ENSDARG00000079345,si:ch211-217k17.10,287.1184602,-0.12462215,0.544757058,0.821895834,protein_coding,NA
ENSDARG00000069090,atp6v0d1,2958.947527,0.044248638,0.544767734,0.821895834,protein_coding,ATP6V0D1
ENSDARG00000043249,TXNDC15,838.7823771,-0.060212632,0.544796379,0.821895834,protein_coding,TXNDC15
ENSDARG00000004680,dnajb6a,3119.860924,0.038540648,0.54481105,0.821895834,protein_coding,DNAJB6
ENSDARG00000026170,hps1,747.1678785,-0.049341235,0.544905272,0.821960613,protein_coding,HPS1
ENSDARG00000095951,si:ch211-222h17.9,23.99940762,-0.137331517,0.544917334,NA,lincRNA,NA
ENSDARG00000086475,-,160.0470598,-0.093713292,0.544958607,0.821960613,protein_coding,SHISA6
ENSDARG00000096022,si:dkey-222o15.3,8.87515743,0.10797598,0.544974213,NA,lincRNA,NA
ENSDARG00000026473,six1b,916.2902518,-0.06734971,0.544975014,0.821960613,protein_coding,SIX1
ENSDARG00000089797,BX539340.1,19.74929049,-0.136665577,0.545015064,NA,protein_coding,GIN1
ENSDARG00000094067,-,234.7368045,0.095034088,0.545128259,0.822047576,protein_coding,NA
ENSDARG00000074845,rgmb,706.0458569,0.058255172,0.54514845,0.822047576,protein_coding,RGMB
ENSDARG00000016293,vasnb,2647.086606,-0.058735073,0.54515371,0.822047576,protein_coding,VASN
ENSDARG00000086847,CR391937.2,180.4908076,0.109312052,0.54530182,0.822171905,protein_coding,NA
ENSDARG00000068903,sdad1,1434.443672,-0.082103265,0.545331287,0.822171905,protein_coding,SDAD1
ENSDARG00000059466,WASF3 (2 of 2),118.6138128,0.09145894,0.545371292,0.822171905,protein_coding,WASF3
ENSDARG00000024564,sccpdhb,1379.081562,-0.044250743,0.545397569,0.822171905,protein_coding,SCCPDH
ENSDARG00000076259,tbr1a,58.20935243,-0.124005288,0.545602463,NA,protein_coding,TBR1
ENSDARG00000073711,mmrn2b,380.1181829,0.070873913,0.545648325,0.822489059,protein_coding,MMRN1
ENSDARG00000044748,or115-12,10.92739985,-0.129206991,0.545795164,NA,protein_coding,NA
ENSDARG00000091935,si:ch1073-126c3.1,23.68235024,-0.137348715,0.545968709,NA,pseudogene,NA
ENSDARG00000043962,fgf18b,207.6378186,0.108131396,0.546005077,0.822914874,protein_coding,FGF18
ENSDARG00000002546,rap2ip,518.2134442,0.101727724,0.546011592,0.822914874,protein_coding,RUNDC3A
ENSDARG00000087985,ZNF365,36.49397672,0.137175485,0.546056549,NA,protein_coding,ZNF365
ENSDARG00000006981,ccdc113,36.66791446,-0.135884698,0.54612782,NA,protein_coding,CCDC113
ENSDARG00000076584,PATZ1,329.9434536,-0.082408121,0.546136398,0.822939567,protein_coding,PATZ1
ENSDARG00000089125,CABZ01064012.1,105.1432381,0.106755805,0.546181483,0.822939567,protein_coding,FBXL17
ENSDARG00000078775,RASA2,1017.026654,0.072393891,0.546183055,0.822939567,protein_coding,RASA2
ENSDARG00000095078,si:dkeyp-74a11.3,89.34034655,0.129642267,0.546183535,NA,processed_transcript,NA
ENSDARG00000010640,SLC12A2 (6 of 6),1479.796962,-0.088595883,0.546238481,0.822939567,protein_coding,SLC12A2
ENSDARG00000046087,brd2b,284.8088578,0.101999417,0.546284685,0.822939567,protein_coding,BRD2
ENSDARG00000036420,CR376787.1,185.0795181,0.086911898,0.546285366,0.822939567,protein_coding,BCR
ENSDARG00000042807,slc16a4,1454.611507,-0.109149943,0.546310703,0.822939567,protein_coding,SLC16A4
ENSDARG00000077410,myo9b,2533.959445,0.058304683,0.546596183,0.82328415,protein_coding,MYO9B
ENSDARG00000003570,hsp90b1,23229.26101,0.127426716,0.546620269,0.82328415,protein_coding,HSP90B1
ENSDARG00000089892,CD44 (1 of 2),122.7707008,-0.11071426,0.546687879,0.823325118,protein_coding,CD44
ENSDARG00000014463,usf1l,1607.65495,0.054704683,0.546748693,0.823355847,protein_coding,USF1
ENSDARG00000011579,hoxb10a,402.0212781,-0.081617237,0.546890588,0.823380252,protein_coding,NA
ENSDARG00000086276,5S_rRNA,12.29876149,-0.065610217,0.546896515,NA,rRNA,NA
ENSDARG00000093657,si:dkeyp-105g12.2,14.43760049,-0.129306902,0.546907131,NA,protein_coding,NA
ENSDARG00000089230,wu:fd44f01,197.5308485,-0.11128457,0.546907318,0.823380252,protein_coding,NA
ENSDARG00000070581,GGACT (2 of 3),455.9424691,0.115585645,0.546910651,0.823380252,protein_coding,GGACT
ENSDARG00000000830,telo2,541.2223558,-0.059419609,0.546926544,0.823380252,protein_coding,TELO2
ENSDARG00000094788,t2gtl4a,52.71533739,-0.120720835,0.546987025,NA,protein_coding,NA
ENSDARG00000019990,cabp1a,133.963,0.083995334,0.547044532,0.823458695,protein_coding,CABP1
ENSDARG00000008937,neo1,2974.004405,-0.038226478,0.547084676,0.823458695,protein_coding,NEO1
ENSDARG00000011488,sirt2,1608.595856,0.095660076,0.547156931,0.823458695,protein_coding,SIRT2
ENSDARG00000070885,si:ch211-258l4.4,36.4185824,-0.137106444,0.547184327,NA,antisense,NA
ENSDARG00000080942,SNORD66,379.5899098,0.106915147,0.547279311,0.823458695,snoRNA,NA
ENSDARG00000037408,TBC1D10C,223.894369,-0.099668937,0.547292621,0.823458695,protein_coding,TBC1D10C
ENSDARG00000036956,ASXL1,2523.857708,0.059669069,0.547300028,0.823458695,protein_coding,ASXL1
ENSDARG00000070126,si:dkey-22l11.6,130.8734754,-0.122599324,0.547316648,0.823458695,protein_coding,NA
ENSDARG00000034893,rarab,1846.014256,-0.040904412,0.547357472,0.823458695,protein_coding,RARA
ENSDARG00000095695,CU694374.3,489.2112167,-0.132164621,0.547386955,0.823458695,protein_coding,MS4A15
ENSDARG00000052873,si:dkey-217f16.3,1333.826174,0.065237088,0.547413989,0.823458695,processed_transcript,NA
ENSDARG00000003027,scnm1,182.4599058,-0.085451642,0.547430472,0.823458695,protein_coding,SCNM1
ENSDARG00000041232,rps29,18825.41995,0.030943913,0.547485877,0.823458695,protein_coding,RPS29
ENSDARG00000090177,HTRA2 (18 of 31),13.39900237,0.125833733,0.547488412,NA,protein_coding,HTRA2
ENSDARG00000093844,zgc:136461,31325.28013,0.09823377,0.54753136,0.823458695,protein_coding,CTRB1
ENSDARG00000087020,RAMP2 (1 of 2),451.5622657,-0.072276953,0.547544461,0.823458695,protein_coding,RAMP2
ENSDARG00000089914,CLINT1 (1 of 2),561.7733637,-0.062795004,0.547621485,0.823473169,protein_coding,CLINT1
ENSDARG00000024006,rprmb,47.57390731,0.131684176,0.547633635,NA,protein_coding,RPRM
ENSDARG00000060631,GARNL3,451.6853401,0.061968077,0.547634918,0.823473169,protein_coding,GARNL3
ENSDARG00000095909,si:ch211-253b18.3,94.62110095,-0.136682407,0.547709033,0.823498976,processed_transcript,NA
ENSDARG00000043835,rab3ab,331.9105507,0.113698469,0.547732914,0.823498976,protein_coding,RAB3A
ENSDARG00000076820,xkr8.2,171.8213391,0.131953728,0.547886813,0.823633898,protein_coding,XKR8
ENSDARG00000045554,SNX20,602.6485653,-0.056905348,0.547937762,0.823633898,protein_coding,SNX20
ENSDARG00000092783,si:dkey-33c12.9,7.850046253,-0.062393551,0.547949195,NA,protein_coding,NA
ENSDARG00000079143,CCDC107,356.8618143,0.079143171,0.547969779,0.823633898,protein_coding,CCDC107
ENSDARG00000077090,PLXNB2 (5 of 5),295.7442575,-0.107999395,0.547984349,0.823633898,protein_coding,PLXNB2
ENSDARG00000046007,TMCC2,276.6474522,0.092881573,0.548105667,0.823755474,protein_coding,TMCC2
ENSDARG00000094807,si:dkey-45j10.2,12.00192393,0.132537857,0.548125036,NA,processed_transcript,NA
ENSDARG00000007578,zgc:63577,111.5671215,-0.12748002,0.548149388,0.82376042,protein_coding,DKFZP761J1410
ENSDARG00000003382,cwc25,664.577273,0.078366498,0.548214484,0.823797486,protein_coding,CWC25
ENSDARG00000087576,CR855306.1,61.43690131,-0.119822983,0.54824143,NA,protein_coding,NA
ENSDARG00000014623,si:ch211-212d10.1,68.71630891,-0.13266803,0.548268484,NA,protein_coding,NA
ENSDARG00000086151,CABZ01088149.2,219.3535927,-0.083602214,0.548324872,0.823885356,protein_coding,EIF2B5
ENSDARG00000041418,CYP2D6 (2 of 9),196.7255512,0.08128054,0.548353831,0.823885356,protein_coding,NA
ENSDARG00000074236,zgc:172112,630.6095151,-0.063366886,0.548417831,0.8239115,protein_coding,CNKSR3
ENSDARG00000056559,ccz1,1608.803673,-0.055970683,0.548452107,0.8239115,protein_coding,CCZ1
ENSDARG00000061021,fam160a1,242.947894,0.084085535,0.548551876,0.824000625,protein_coding,FAM160A1
ENSDARG00000094491,si:ch211-202m22.1,34.1643557,-0.106521316,0.548643229,NA,protein_coding,NA
ENSDARG00000035765,si:ch73-388k15.2,29.4949761,0.129399926,0.548755193,NA,pseudogene,NA
ENSDARG00000020548,BX000999.1,70.26651315,-0.123174666,0.548776042,NA,protein_coding,MS4A3
ENSDARG00000078176,CABZ01070468.1,52.50920867,0.130057198,0.548843355,NA,protein_coding,PHYHIP
ENSDARG00000084123,5S_rRNA,12.5199687,-0.132508475,0.548852169,NA,rRNA,NA
ENSDARG00000005284,fbxl15,330.9232424,-0.082730764,0.548856224,0.824397019,protein_coding,FBXL15
ENSDARG00000087902,CABZ01073306.1,33.10857259,0.134683177,0.548889788,NA,protein_coding,NA
ENSDARG00000052400,CABZ01072541.1,9.779184897,-0.093508839,0.548910002,NA,pseudogene,NA
ENSDARG00000018788,st8sia2,77.6717559,-0.120881767,0.549006133,NA,protein_coding,ST8SIA2
ENSDARG00000087474,ccr6a,53.43671948,0.127999937,0.549012876,NA,protein_coding,CCR6
ENSDARG00000052170,uap1,2485.343194,0.083170119,0.549038687,0.824610295,protein_coding,UAP1
ENSDARG00000061277,DFNB31 (3 of 3),118.5828534,-0.110108587,0.54914716,0.824654488,protein_coding,DFNB31
ENSDARG00000007496,ufl1,1380.713683,0.079395021,0.54914906,0.824654488,protein_coding,UFL1
